"species_code","scientific_name","common_name","resident","breeding_quality","breeding_range_modeled","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_range_modeled","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_range_modeled","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_range_modeled","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end"
"forela1","Myiopagis gaimardii","Forest Elaenia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"greela","Myiopagis viridicata","Greenish Elaenia",FALSE,"2","TRUE",2021-11-09,2021-04-05,"2","TRUE",2021-06-14,2021-08-03,"2","TRUE",2021-04-12,2021-06-07,"2","TRUE",2021-08-10,2021-11-02,NA,NA,NA
"yebela1","Elaenia flavogaster","Yellow-bellied Elaenia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"smbela1","Elaenia parvirostris","Small-billed Elaenia",FALSE,"2","TRUE",2021-11-23,2021-02-01,"2","TRUE",2021-06-07,2021-08-10,"2","TRUE",2021-02-08,2021-05-31,"2","TRUE",2021-08-17,2021-11-16,NA,NA,NA
"whcela1","Elaenia albiceps","White-crested Elaenia",FALSE,"3","TRUE",2021-11-09,2021-02-15,"1","FALSE",2021-05-31,2021-08-24,"2","TRUE",2021-02-22,2021-05-03,"2","TRUE",2021-08-31,2021-11-02,NA,NA,NA
"mouela1","Elaenia frantzii","Mountain Elaenia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"carela1","Elaenia martinica","Caribbean Elaenia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"sootyr1","Serpophaga nigricans","Sooty Tyrannulet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"gyctyr2","Serpophaga griseicapilla","Straneck's Tyrannulet",FALSE,"2","TRUE",2021-11-23,2021-01-04,"2","TRUE",2021-04-26,2021-08-10,"2","TRUE",2021-01-11,2021-04-19,"2","TRUE",2021-09-07,2021-11-16,NA,NA,NA
"paltyr3","Zimmerius parvus","Mistletoe Tyrannulet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"slftyr1","Zimmerius gracilipes","Slender-footed Tyrannulet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"brcfly1","Myiophobus fasciatus","Bran-colored Flycatcher",FALSE,"2","TRUE",2021-11-09,2021-03-15,"2","TRUE",2021-05-24,2021-09-07,"2","TRUE",2021-03-22,2021-05-17,"2","TRUE",2021-09-14,2021-11-02,NA,NA,NA
"gybfly1","Lathrotriccus griseipectus","Gray-breasted Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blbfly1","Aphanotriccus audax","Black-billed Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"tuffly","Mitrephanes phaeocercus","Tufted Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"olsfly","Contopus cooperi","Olive-sided Flycatcher",FALSE,"3","TRUE",2021-06-28,2021-07-20,"3","TRUE",2021-11-16,2021-02-15,"3","TRUE",2021-07-27,2021-11-09,"3","TRUE",2021-02-22,2021-06-21,NA,NA,NA
"grepew","Contopus pertinax","Greater Pewee",FALSE,"3","TRUE",2021-05-10,2021-08-31,"3","TRUE",2021-12-14,2021-03-08,"3","TRUE",2021-09-07,2021-12-07,"3","TRUE",2021-03-15,2021-05-03,NA,NA,NA
"darpew1","Contopus lugubris","Dark Pewee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"wewpew","Contopus sordidulus","Western Wood-Pewee",FALSE,"3","TRUE",2021-07-06,2021-07-27,"3","TRUE",2021-12-28,2021-03-01,"3","TRUE",2021-08-03,2021-12-21,"3","TRUE",2021-03-08,2021-06-28,NA,NA,NA
"eawpew","Contopus virens","Eastern Wood-Pewee",FALSE,"3","TRUE",2021-06-14,2021-08-03,"3","TRUE",2021-12-14,2021-02-15,"3","TRUE",2021-08-10,2021-12-07,"3","TRUE",2021-02-22,2021-06-07,NA,NA,NA
"cubpew1","Contopus caribaeus","Cuban Pewee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"yebfly","Empidonax flaviventris","Yellow-bellied Flycatcher",FALSE,"3","TRUE",2021-06-21,2021-07-13,"3","TRUE",2021-11-02,2021-04-12,"2","TRUE",2021-07-20,2021-10-26,"2","TRUE",2021-04-19,2021-06-14,NA,NA,NA
"acafly","Empidonax virescens","Acadian Flycatcher",FALSE,"3","TRUE",2021-05-24,2021-07-27,"3","TRUE",2021-11-23,2021-02-15,"3","TRUE",2021-08-10,2021-11-09,"3","TRUE",2021-02-22,2021-05-17,NA,NA,NA
"aldfly","Empidonax alnorum","Alder Flycatcher",FALSE,"3","TRUE",2021-06-21,2021-07-13,"2","FALSE",2021-11-16,2021-03-01,"3","TRUE",2021-07-20,2021-11-09,"3","TRUE",2021-03-22,2021-06-14,NA,NA,NA
"wilfly","Empidonax traillii","Willow Flycatcher",FALSE,"3","TRUE",2021-06-21,2021-07-13,"3","TRUE",2021-11-09,2021-04-19,"3","TRUE",2021-07-20,2021-10-19,"3","TRUE",2021-04-26,2021-06-14,NA,NA,NA
"leafly","Empidonax minimus","Least Flycatcher",FALSE,"3","TRUE",2021-06-21,2021-07-13,"3","TRUE",2021-11-09,2021-03-22,"3","TRUE",2021-07-20,2021-11-02,"3","TRUE",2021-03-29,2021-06-14,NA,NA,NA
"hamfly","Empidonax hammondii","Hammond's Flycatcher",FALSE,"3","TRUE",2021-06-14,2021-07-27,"3","TRUE",2021-11-16,2021-03-15,"3","TRUE",2021-08-03,2021-11-09,"3","TRUE",2021-03-22,2021-06-07,NA,NA,NA
"gryfly","Empidonax wrightii","Gray Flycatcher",FALSE,"3","TRUE",2021-06-14,2021-07-06,"3","TRUE",2021-11-09,2021-03-08,"3","TRUE",2021-07-13,2021-11-02,"3","TRUE",2021-03-15,2021-06-07,NA,NA,NA
"dusfly","Empidonax oberholseri","Dusky Flycatcher",FALSE,"3","TRUE",2021-06-21,2021-07-20,"0","TRUE",NA,NA,"3","TRUE",2021-07-27,2021-11-02,"3","TRUE",2021-03-22,2021-06-14,NA,NA,NA
"pasfly","Empidonax difficilis","Pacific-slope Flycatcher",FALSE,"3","TRUE",2021-07-06,2021-07-13,"3","TRUE",2021-11-30,2021-02-15,"3","TRUE",2021-07-20,2021-11-16,"3","TRUE",2021-02-22,2021-06-28,NA,NA,NA
"corfly","Empidonax occidentalis","Cordilleran Flycatcher",FALSE,"3","TRUE",2021-06-07,2021-08-10,"2","TRUE",2021-11-09,2021-03-22,"2","TRUE",2021-08-17,2021-11-02,"2","TRUE",2021-03-29,2021-05-31,NA,NA,NA
"yelfly1","Empidonax flavescens","Yellowish Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bubfly","Empidonax fulvifrons","Buff-breasted Flycatcher",FALSE,"3","TRUE",2021-06-07,2021-08-24,"3","TRUE",2021-11-02,2021-02-22,"3","TRUE",2021-08-31,2021-10-26,"3","TRUE",2021-03-01,2021-05-31,NA,NA,NA
"blcfly1","Empidonax atriceps","Black-capped Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blkpho","Sayornis nigricans","Black Phoebe",FALSE,"3","TRUE",2021-05-17,2021-08-31,"3","TRUE",2021-10-26,2021-02-08,"3","TRUE",2021-09-07,2021-10-19,"3","TRUE",2021-02-15,2021-05-10,NA,NA,NA
"easpho","Sayornis phoebe","Eastern Phoebe",FALSE,"3","TRUE",2021-05-17,2021-08-03,"3","TRUE",2021-12-28,2021-02-15,"3","TRUE",2021-08-31,2021-12-21,"3","TRUE",2021-02-22,2021-05-10,NA,NA,NA
"saypho","Sayornis saya","Say's Phoebe",FALSE,"3","TRUE",2021-05-31,2021-08-31,"3","TRUE",2021-11-30,2021-01-18,"3","TRUE",2021-09-07,2021-11-23,"3","TRUE",2021-01-25,2021-05-24,NA,NA,NA
"nosfly1","Sublegatus arenarum","Northern Scrub-Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"verfly","Pyrocephalus rubinus","Vermilion Flycatcher",FALSE,"3","TRUE",2021-06-14,2021-08-17,"3","TRUE",2021-11-09,2021-02-15,"3","TRUE",2021-08-24,2021-11-02,"3","TRUE",2021-02-22,2021-06-07,NA,NA,NA
"ausneg1","Lessonia rufa","Austral Negrito",FALSE,"3","TRUE",2021-10-26,2021-02-01,"3","TRUE",2021-05-10,2021-08-10,"3","TRUE",2021-02-08,2021-05-03,"3","TRUE",2021-08-17,2021-10-19,NA,NA,NA
"spetyr1","Hymenops perspicillatus","Spectacled Tyrant",FALSE,"3","TRUE",2021-10-19,2021-01-18,"3","TRUE",2021-05-03,2021-08-03,"3","TRUE",2021-01-25,2021-04-26,"3","TRUE",2021-08-10,2021-10-12,NA,NA,NA
"sbgtyr1","Muscisaxicola maculirostris","Spot-billed Ground-Tyrant",FALSE,"3","TRUE",2021-11-23,2021-02-22,"3","TRUE",2021-05-03,2021-08-03,"3","TRUE",2021-03-01,2021-04-26,"3","TRUE",2021-08-17,2021-11-16,NA,NA,NA
"rngtyr1","Muscisaxicola rufivertex","Rufous-naped Ground-Tyrant",FALSE,"2","TRUE",2021-10-26,2021-01-04,"2","TRUE",2021-05-10,2021-07-20,"2","TRUE",2021-01-11,2021-05-03,"2","TRUE",2021-07-27,2021-10-19,NA,NA,NA
"dafgrt1","Muscisaxicola maclovianus","Dark-faced Ground-Tyrant",FALSE,"2","TRUE",2021-10-26,2021-03-15,"2","TRUE",2021-06-07,2021-09-28,"2","TRUE",2021-03-22,2021-05-31,"2","TRUE",2021-10-05,2021-10-19,NA,NA,NA
"wbgtyr1","Muscisaxicola albilora","White-browed Ground-Tyrant",FALSE,"3","TRUE",2021-11-16,2021-04-05,"2","TRUE",2021-06-21,2021-09-21,"0","FALSE",NA,NA,"2","TRUE",2021-09-28,2021-11-09,NA,NA,NA
"whimon1","Xolmis irupero","White Monjita",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"gybsht1","Agriornis micropterus","Gray-bellied Shrike-Tyrant",FALSE,"2","TRUE",2021-10-19,2021-03-22,"1","TRUE",2021-05-24,2021-07-27,"2","TRUE",2021-03-29,2021-05-17,"2","TRUE",2021-08-03,2021-10-12,NA,NA,NA
"piwtyr1","Fluvicola pica","Pied Water-Tyrant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"pattyr2","Colorhamphus parvirostris","Patagonian Tyrant",FALSE,"2","TRUE",2021-11-30,2021-03-22,"2","TRUE",2021-05-03,2021-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lottyr1","Colonia colonus","Long-tailed Tyrant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"brratt1","Attila spadiceus","Bright-rumped Attila",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"rufmou1","Rhytipterna holerythra","Rufous Mourner",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"yucfly1","Myiarchus yucatanensis","Yucatan Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"ducfly","Myiarchus tuberculifer","Dusky-capped Flycatcher",FALSE,"3","TRUE",2021-05-03,2021-07-13,"3","TRUE",2021-11-02,2021-03-08,"3","TRUE",2021-07-20,2021-10-26,"3","TRUE",2021-03-15,2021-04-26,NA,NA,NA
"panfly1","Myiarchus panamensis","Panama Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"astfly","Myiarchus cinerascens","Ash-throated Flycatcher",FALSE,"3","TRUE",2021-05-31,2021-07-20,"3","TRUE",2021-11-09,2021-02-15,"3","TRUE",2021-07-27,2021-11-02,"3","TRUE",2021-02-22,2021-05-24,NA,NA,NA
"nutfly","Myiarchus nuttingi","Nutting's Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grcfly","Myiarchus crinitus","Great Crested Flycatcher",FALSE,"3","TRUE",2021-06-07,2021-08-10,"3","TRUE",2021-10-26,2021-03-01,"3","TRUE",2021-08-17,2021-10-19,"3","TRUE",2021-03-08,2021-05-31,NA,NA,NA
"bncfly","Myiarchus tyrannulus","Brown-crested Flycatcher",FALSE,"3","TRUE",2021-05-10,2021-07-13,"3","TRUE",2021-10-12,2021-02-22,"2","TRUE",2021-09-07,2021-10-05,"3","TRUE",2021-03-01,2021-05-03,NA,NA,NA
"lasfly","Myiarchus sagrae","La Sagra's Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"purfly1","Myiarchus antillarum","Puerto Rican Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"cattyr","Machetornis rixosa","Cattle Tyrant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"leskis1","Philohydor lictor","Lesser Kiskadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grekis","Pitangus sulphuratus","Great Kiskadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bobfly1","Megarynchus pitangua","Boat-billed Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"rumfly1","Myiozetetes cayanensis","Rusty-margined Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"socfly1","Myiozetetes similis","Social Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grcfly1","Myiozetetes granadensis","Gray-capped Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"strfly1","Myiodynastes maculatus","Streaked Flycatcher",FALSE,"3","TRUE",2021-10-26,2021-01-25,"3","TRUE",2021-05-24,2021-07-20,"3","TRUE",2021-02-01,2021-05-17,"3","TRUE",2021-07-27,2021-10-19,NA,NA,NA
"subfly","Myiodynastes luteiventris","Sulphur-bellied Flycatcher",FALSE,"3","TRUE",2021-06-07,2021-08-17,"2","TRUE",2021-12-07,2021-02-08,"2","TRUE",2021-09-14,2021-11-30,"2","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"pirfly1","Legatus leucophaius","Piratic Flycatcher",FALSE,"3","TRUE",2021-05-10,2021-08-03,"3","TRUE",2021-11-09,2021-01-04,"3","TRUE",2021-08-10,2021-11-02,"3","TRUE",2021-01-11,2021-04-26,NA,NA,NA
"croslf1","Empidonomus aurantioatrocristatus","Crowned Slaty Flycatcher",FALSE,"2","TRUE",2021-06-07,2021-06-28,"2","TRUE",2021-11-23,2021-02-15,"2","TRUE",2021-07-27,2021-11-16,"2","TRUE",2021-02-22,2021-05-31,NA,NA,NA
"sntkin1","Tyrannus niveigularis","Snowy-throated Kingbird",FALSE,"3","TRUE",2021-04-26,2021-05-31,"1","TRUE",2021-12-21,2021-12-28,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"trokin","Tyrannus melancholicus","Tropical Kingbird",FALSE,"3","TRUE",2021-06-14,2021-08-31,"3","TRUE",2021-11-02,2021-02-22,"3","TRUE",2021-09-07,2021-10-26,"3","TRUE",2021-03-01,2021-06-07,NA,NA,NA
"coukin","Tyrannus couchii","Couch's Kingbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"caskin","Tyrannus vociferans","Cassin's Kingbird",FALSE,"3","TRUE",2021-05-31,2021-07-13,"3","TRUE",2021-11-30,2021-03-01,"3","TRUE",2021-07-20,2021-11-23,"3","TRUE",2021-03-08,2021-05-24,NA,NA,NA
"thbkin","Tyrannus crassirostris","Thick-billed Kingbird",FALSE,"3","TRUE",2021-06-07,2021-07-06,"3","TRUE",2021-12-21,2021-03-29,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"weskin","Tyrannus verticalis","Western Kingbird",FALSE,"3","TRUE",2021-06-07,2021-07-20,"3","TRUE",2021-11-16,2021-02-22,"3","TRUE",2021-07-27,2021-11-09,"3","TRUE",2021-03-01,2021-05-31,NA,NA,NA
"easkin","Tyrannus tyrannus","Eastern Kingbird",FALSE,"3","TRUE",2021-06-07,2021-07-20,"3","TRUE",2021-11-23,2021-03-01,"3","TRUE",2021-07-27,2021-11-16,"3","TRUE",2021-03-08,2021-05-31,NA,NA,NA
"grykin","Tyrannus dominicensis","Gray Kingbird",FALSE,"3","TRUE",2021-05-31,2021-08-03,"3","TRUE",2021-11-30,2021-02-22,"3","TRUE",2021-08-10,2021-11-23,"3","TRUE",2021-03-01,2021-05-24,NA,NA,NA
"logkin","Tyrannus caudifasciatus","Loggerhead Kingbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"sctfly","Tyrannus forficatus","Scissor-tailed Flycatcher",FALSE,"3","TRUE",2021-05-31,2021-08-24,"3","TRUE",2021-12-28,2021-02-08,"3","TRUE",2021-08-31,2021-12-21,"3","TRUE",2021-02-15,2021-05-24,NA,NA,NA
"fotfly","Tyrannus savana","Fork-tailed Flycatcher",FALSE,"3","TRUE",2021-11-30,2021-01-18,"3","TRUE",2021-05-31,2021-07-13,"3","TRUE",2021-01-25,2021-05-24,"3","TRUE",2021-07-20,2021-11-23,NA,NA,NA
"tui1","Prosthemadera novaeseelandiae","Tui",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"nezbel1","Anthornis melanura","New Zealand Bellbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"yefhon1","Caligavis chrysops","Yellow-faced Honeyeater",FALSE,"2","TRUE",2021-11-02,2021-04-12,"2","TRUE",2021-05-17,2021-07-20,"2","TRUE",2021-04-19,2021-05-10,"2","TRUE",2021-07-27,2021-10-26,NA,NA,NA
"blahon1","Sugomel nigrum","Black Honeyeater",FALSE,"2","TRUE",2021-08-17,2021-03-15,"2","TRUE",2021-05-24,2021-08-10,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"strpar1","Pardalotus striatus","Striated Pardalote",FALSE,"2","TRUE",2021-07-13,2021-05-10,"2","TRUE",2021-05-17,2021-07-06,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"gryger1","Gerygone igata","Gray Gerygone",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"smamin1","Pericrocotus cinnamomeus","Small Minivet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"gycmin1","Pericrocotus solaris","Gray-chinned Minivet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"lotmin1","Pericrocotus ethologus","Long-tailed Minivet",FALSE,"1","FALSE",2021-06-07,2021-07-20,"2","TRUE",2021-12-14,2021-03-15,"1","FALSE",2021-07-27,2021-12-07,"1","FALSE",2021-03-22,2021-05-31,NA,NA,NA
"scamin3","Pericrocotus flammeus","Orange Minivet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"scamin1","Pericrocotus speciosus","Scarlet Minivet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"ashmin1","Pericrocotus divaricatus","Ashy Minivet",FALSE,"2","TRUE",2021-06-14,2021-07-27,"2","TRUE",2021-11-02,2021-04-05,"1","TRUE",2021-08-31,2021-10-26,"2","TRUE",2021-04-12,2021-06-07,NA,NA,NA
"larcus1","Coracina macei","Large Cuckooshrike",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"whwtri1","Lalage tricolor","White-winged Triller",FALSE,"2","TRUE",2021-09-21,2021-11-30,"2","TRUE",2021-04-12,2021-06-28,"2","TRUE",2021-12-07,2021-04-05,"2","TRUE",2021-07-06,2021-09-14,NA,NA,NA
"bkhcus1","Lalage melanoptera","Black-headed Cuckooshrike",FALSE,"2","TRUE",2021-04-26,2021-08-03,"2","TRUE",2021-11-09,2021-03-15,"2","TRUE",2021-08-10,2021-11-02,"2","TRUE",2021-03-22,2021-04-19,NA,NA,NA
"whiteh1","Mohoua albicilla","Whitehead",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"pipipi1","Mohoua novaeseelandiae","Pipipi",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"whbyuh1","Erpornis zantholeuca","White-bellied Erpornis",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rubpep1","Cyclarhis gujanensis","Rufous-browed Peppershrike",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"scrgre1","Hylophilus flavipes","Scrub Greenlet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"cssvir1","Vireolanius melitophrys","Chestnut-sided Shrike-Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"grsvir1","Vireolanius pulchellus","Green Shrike-Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-11-09,2021-04-12
"tacgre1","Tunchiornis ochraceiceps","Tawny-crowned Greenlet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"lesgre1","Pachysylvia decurtata","Lesser Greenlet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"golvir1","Vireo hypochryseus","Golden Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bkcvir1","Vireo atricapilla","Black-capped Vireo",FALSE,"2","TRUE",2021-06-07,2021-06-14,"2","TRUE",2021-01-11,2021-01-25,"0","FALSE",NA,NA,"2","TRUE",2021-03-22,2021-04-12,NA,NA,NA
"whevir","Vireo griseus","White-eyed Vireo",FALSE,"3","TRUE",2021-06-07,2021-08-24,"3","TRUE",2021-12-14,2021-02-08,"3","TRUE",2021-08-31,2021-12-07,"3","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"thbvir","Vireo crassirostris","Thick-billed Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"manvir1","Vireo pallens","Mangrove Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"belvir","Vireo bellii","Bell's Vireo",FALSE,"3","TRUE",2021-06-07,2021-08-10,"3","TRUE",2021-11-09,2021-03-01,"3","TRUE",2021-08-17,2021-10-19,"3","TRUE",2021-03-08,2021-05-31,NA,NA,NA
"gryvir","Vireo vicinior","Gray Vireo",FALSE,"2","TRUE",2021-05-24,2021-07-06,"2","TRUE",2021-10-19,2021-02-01,"2","TRUE",2021-07-13,2021-10-12,"2","TRUE",2021-03-01,2021-05-17,NA,NA,NA
"hutvir","Vireo huttoni","Hutton's Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"yetvir","Vireo flavifrons","Yellow-throated Vireo",FALSE,"3","TRUE",2021-05-31,2021-08-24,"3","TRUE",2021-11-16,2021-02-15,"3","TRUE",2021-08-31,2021-11-09,"3","TRUE",2021-02-22,2021-05-24,NA,NA,NA
"yewvir1","Vireo carmioli","Yellow-winged Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"casvir","Vireo cassinii","Cassin's Vireo",FALSE,"3","TRUE",2021-06-21,2021-07-13,"2","TRUE",2021-11-23,2021-03-01,"3","TRUE",2021-07-20,2021-11-16,"3","TRUE",2021-03-08,2021-06-14,NA,NA,NA
"buhvir","Vireo solitarius","Blue-headed Vireo",FALSE,"3","TRUE",2021-06-07,2021-08-03,"3","TRUE",2021-12-21,2021-02-08,"3","TRUE",2021-08-10,2021-12-14,"3","TRUE",2021-03-15,2021-05-31,NA,NA,NA
"plsvir","Vireo plumbeus","Plumbeous Vireo",FALSE,"3","TRUE",2021-06-14,2021-08-10,"3","TRUE",2021-11-09,2021-02-15,"3","TRUE",2021-08-17,2021-11-02,"3","TRUE",2021-02-22,2021-06-07,NA,NA,NA
