"species_code","scientific_name","common_name","resident","breeding_quality","breeding_range_modeled","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_range_modeled","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_range_modeled","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_range_modeled","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end"
"caugua1","Penelope perspicax","Cauca Guan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bfpgua1","Pipile jacutinga","Black-fronted Piping-Guan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blagua1","Chamaepetes unicolor","Black Guan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"higgua1","Penelopina nigra","Highland Guan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grecur1","Crax rubra","Great Curassow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bafcur1","Crax fasciolata","Bare-faced Curassow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"tafqua1","Rhynchortyx cinctus","Tawny-faced Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"mouqua","Oreortyx pictus","Mountain Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bcwpar1","Dendrortyx leucophrys","Buffy-crowned Wood-Partridge",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"norbob","Colinus virginianus","Northern Bobwhite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bltbob1","Colinus nigrogularis","Black-throated Bobwhite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"crebob1","Colinus cristatus","Crested Bobwhite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"scaqua","Callipepla squamata","Scaled Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"calqua","Callipepla californica","California Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"gamqua","Callipepla gambelii","Gambel's Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"monqua","Cyrtonyx montezumae","Montezuma Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"sinqua1","Dactylortyx thoracicus","Singing Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"bewqua1","Odontophorus melanotis","Black-eared Wood-Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"bbwqua1","Odontophorus leucolaemus","Black-breasted Wood-Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"spwqua1","Odontophorus guttatus","Spotted Wood-Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"taipar1","Arborophila crudigularis","Taiwan Partridge",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"wiltur","Meleagris gallopavo","Wild Turkey",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"ocetur1","Meleagris ocellata","Ocellated Turkey",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rufgro","Bonasa umbellus","Ruffed Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"hazgro1","Tetrastes bonasia","Hazel Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"saggro","Centrocercus urophasianus","Greater Sage-Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"gusgro","Centrocercus minimus","Gunnison Sage-Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-11-02,2021-02-08
"dusgro","Dendragapus obscurus","Dusky Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"soogro1","Dendragapus fuliginosus","Sooty Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"shtgro","Tympanuchus phasianellus","Sharp-tailed Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grpchi","Tympanuchus cupido","Greater Prairie-Chicken",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-03-29,2021-05-03
"lepchi","Tympanuchus pallidicinctus","Lesser Prairie-Chicken",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-11-30,2021-02-08
"whtpta1","Lagopus leucura","White-tailed Ptarmigan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"wilpta","Lagopus lagopus","Willow Ptarmigan",FALSE,"2","FALSE",2021-05-31,2021-07-27,"0","FALSE",NA,NA,"0","FALSE",NA,NA,"0","FALSE",NA,NA,NA,NA,NA
"rocpta1","Lagopus muta","Rock Ptarmigan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"sprgro","Canachites canadensis","Spruce Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blagro1","Lyrurus tetrix","Black Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"grypar","Perdix perdix","Gray Partridge",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"mikphe1","Syrmaticus mikado","Mikado Pheasant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rinphe","Phasianus colchicus/versicolor","Ring-necked/Green Pheasant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"swiphe1","Lophura swinhoii","Swinhoe's Pheasant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"kalphe","Lophura leucomelanos","Kalij Pheasant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"compea","Pavo cristatus","Indian Peafowl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"redspu1","Galloperdix spadicea","Red Spurfowl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"taibap1","Bambusicola sonorivox","Taiwan Bamboo-Partridge",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"redjun","Gallus gallus","Red Junglefowl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"grejun2","Gallus sonneratii","Gray Junglefowl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"gryfra","Ortygornis pondicerianus","Gray Francolin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"swafra1","Ortygornis gularis","Swamp Francolin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blkfra","Francolinus francolinus","Black Francolin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"himsno","Tetraogallus himalayensis","Himalayan Snowcock",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"broqua1","Synoicus ypsilophorus","Brown Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"comqua1","Coturnix coturnix","Common Quail",FALSE,"2","TRUE",2021-06-14,2021-07-27,"1","FALSE",2021-11-23,2021-02-08,"1","FALSE",2021-08-03,2021-11-16,"1","FALSE",2021-02-15,2021-06-07,NA,NA,NA
"relpar1","Alectoris rufa","Red-legged Partridge",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"chukar","Alectoris chukar","Chukar",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"jubqua1","Perdicula asiatica","Jungle Bush-Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"ercfra","Pternistis erckelii","Erckel's Spurfowl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"chifla1","Phoenicopterus chilensis","Chilean Flamingo",FALSE,"3","TRUE",2021-11-09,2021-03-15,"2","TRUE",2021-06-21,2021-08-31,"2","TRUE",2021-03-22,2021-06-14,"3","TRUE",2021-09-07,2021-11-02,NA,NA,NA
"grefla2","Phoenicopterus ruber","American Flamingo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-11-09,2021-04-05
"whtgre3","Rollandia rolland","White-tufted Grebe",FALSE,"2","TRUE",2021-09-07,2021-03-29,"2","TRUE",2021-06-07,2021-07-27,"2","TRUE",2021-04-05,2021-05-31,"2","TRUE",2021-08-03,2021-08-31,NA,NA,NA
"litgre1","Tachybaptus ruficollis","Little Grebe",FALSE,"2","TRUE",2021-07-06,2021-09-14,"2","TRUE",2021-12-07,2021-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leagre","Tachybaptus dominicus","Least Grebe",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"pibgre","Podilymbus podiceps","Pied-billed Grebe",FALSE,"3","TRUE",2021-05-31,2021-06-28,"3","TRUE",2021-12-21,2021-02-15,"3","TRUE",2021-07-06,2021-12-14,"3","TRUE",2021-02-22,2021-05-24,NA,NA,NA
"nezgre1","Poliocephalus rufopectus","New Zealand Grebe",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"gregre1","Podiceps major","Great Grebe",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"horgre","Podiceps auritus","Horned Grebe",FALSE,"2","FALSE",2021-06-07,2021-07-27,"2","FALSE",2021-12-21,2021-02-08,"2","FALSE",2021-08-03,2021-12-14,"2","FALSE",2021-02-15,2021-05-31,NA,NA,NA
"rengre","Podiceps grisegena","Red-necked Grebe",FALSE,"2","FALSE",2021-06-07,2021-07-06,"2","TRUE",2021-12-14,2021-03-15,"2","FALSE",2021-07-13,2021-12-07,"2","FALSE",2021-03-22,2021-05-31,NA,NA,NA
"grcgre1","Podiceps cristatus","Great Crested Grebe",FALSE,"2","TRUE",2021-05-03,2021-08-17,"2","TRUE",2021-12-28,2021-02-22,"2","TRUE",2021-10-05,2021-12-21,"2","TRUE",2021-03-01,2021-04-26,NA,NA,NA
"eargre","Podiceps nigricollis","Eared Grebe",FALSE,"2","TRUE",2021-05-31,2021-08-03,"2","TRUE",2021-12-28,2021-03-01,"2","TRUE",2021-08-10,2021-12-21,"2","TRUE",2021-03-08,2021-05-24,NA,NA,NA
"silgre1","Podiceps occipitalis","Silvery Grebe",FALSE,"3","TRUE",2021-05-03,2021-08-10,"3","TRUE",2021-11-02,2021-01-25,"3","TRUE",2021-08-17,2021-10-26,"3","TRUE",2021-02-01,2021-04-26,NA,NA,NA
"wesgre","Aechmophorus occidentalis","Western Grebe",FALSE,"3","TRUE",2021-06-14,2021-08-03,"3","TRUE",2021-01-04,2021-02-15,"3","TRUE",2021-08-10,2021-12-21,"3","TRUE",2021-02-22,2021-06-07,NA,NA,NA
"clagre","Aechmophorus clarkii","Clark's Grebe",FALSE,"3","TRUE",2021-05-17,2021-06-28,"3","TRUE",2021-12-28,2021-01-25,"3","TRUE",2021-07-06,2021-12-21,"3","TRUE",2021-02-01,2021-05-10,NA,NA,NA
"rocpig","Columba livia","Rock Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"spepig1","Columba guinea","Speckled Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"stodov1","Columba oenas","Stock Dove",FALSE,"2","FALSE",2021-04-05,2021-08-31,"2","FALSE",2021-11-23,2021-01-11,"2","FALSE",2021-09-07,2021-11-16,"2","FALSE",2021-01-18,2021-03-29,NA,NA,NA
"cowpig1","Columba palumbus","Common Wood-Pigeon",FALSE,"2","TRUE",2021-05-17,2021-08-03,"2","TRUE",2021-11-30,2021-01-25,"2","TRUE",2021-08-10,2021-11-23,"2","TRUE",2021-02-01,2021-05-10,NA,NA,NA
"pavpig2","Patagioenas cayennensis","Pale-vented Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"scapig2","Patagioenas speciosa","Scaled Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"scnpig1","Patagioenas squamosa","Scaly-naped Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"baepig2","Patagioenas corensis","Bare-eyed Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"spwpig3","Patagioenas maculosa","Spot-winged Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"whcpig2","Patagioenas leucocephala","White-crowned Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"rebpig1","Patagioenas flavirostris","Red-billed Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"batpig1","Patagioenas fasciata","Band-tailed Pigeon",FALSE,"3","TRUE",2021-05-24,2021-08-10,"3","TRUE",2021-12-14,2021-02-08,"3","TRUE",2021-08-24,2021-12-07,"3","TRUE",2021-02-15,2021-05-17,NA,NA,NA
"chipig2","Patagioenas araucana","Chilean Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"rudpig","Patagioenas subvinacea","Ruddy Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"shbpig","Patagioenas nigrirostris","Short-billed Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"eutdov","Streptopelia turtur","European Turtle-Dove",FALSE,"2","FALSE",2021-05-10,2021-08-17,"1","FALSE",2021-12-21,2021-01-04,"2","TRUE",2021-08-24,2021-12-14,"2","TRUE",2021-02-15,2021-05-03,NA,NA,NA
"ortdov","Streptopelia orientalis","Oriental Turtle-Dove",FALSE,"1","TRUE",2021-06-07,2021-07-06,"2","TRUE",2021-11-30,2021-04-05,"2","TRUE",2021-07-13,2021-11-23,"2","TRUE",2021-04-12,2021-05-31,NA,NA,NA
"eucdov","Streptopelia decaocto","Eurasian Collared-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rindov","Streptopelia capicola","Ring-necked Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"recdov1","Streptopelia tranquebarica","Red Collared-Dove",FALSE,"1","FALSE",2021-05-31,2021-08-17,"1","FALSE",2021-11-16,2021-03-29,"1","FALSE",2021-08-24,2021-11-09,"1","FALSE",2021-04-05,2021-05-24,NA,NA,NA
"spodov","Spilopelia chinensis","Spotted Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"emedov2","Chalcophaps indica","Asian Emerald Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"incdov","Columbina inca","Inca Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"cogdov","Columbina passerina","Common Ground Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"pbgdov1","Columbina minuta","Plain-breasted Ground Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rugdov","Columbina talpacoti","Ruddy Ground Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"ecgdov1","Columbina buckleyi","Ecuadorian Ground Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-08-03,2021-01-11
"scadov1","Columbina squammata","Scaled Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blgdov1","Claravis pretiosa","Blue Ground Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"ruqdov","Geotrygon montana","Ruddy Quail-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"whtdov","Leptotila verreauxi","White-tipped Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"cardov1","Leptotila jamaicensis","Caribbean Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grcdov1","Leptotila cassinii","Gray-chested Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"gyhdov1","Leptotila plumbeiceps","Gray-headed Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bfqdov1","Zentrygon costaricensis","Buff-fronted Quail-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"pbqdov1","Zentrygon lawrencii","Purplish-backed Quail-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"wfqdov1","Zentrygon albifacies","White-faced Quail-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"chqdov1","Zentrygon chiriquensis","Chiriqui Quail-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"wepdov1","Zenaida meloda","West Peruvian Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"whwdov","Zenaida asiatica","White-winged Dove",FALSE,"3","TRUE",2021-05-10,2021-08-31,"3","TRUE",2021-11-30,2021-02-22,"3","TRUE",2021-09-07,2021-11-23,"3","TRUE",2021-03-01,2021-05-03,NA,NA,NA
"zendov","Zenaida aurita","Zenaida Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"eardov1","Zenaida auriculata","Eared Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"moudov","Zenaida macroura","Mourning Dove",FALSE,"3","TRUE",2021-05-17,2021-09-07,"3","TRUE",2021-11-23,2021-03-01,"3","TRUE",2021-09-14,2021-11-16,"3","TRUE",2021-03-08,2021-05-10,NA,NA,NA
"pomgrp2","Treron affinis","Gray-fronted Green-Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"yefpig1","Treron phoenicopterus","Yellow-footed Green-Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"whbpig1","Treron sieboldii","White-bellied Green-Pigeon",FALSE,"1","FALSE",2021-06-07,2021-07-27,"1","FALSE",2021-12-07,2021-03-22,"1","FALSE",2021-08-03,2021-11-30,"1","FALSE",2021-04-19,2021-05-31,NA,NA,NA
"whgpig1","Treron formosae","Whistling Green-Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"gripig1","Ducula aenea","Green Imperial-Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"nezpig2","Hemiphaga novaeseelandiae","New Zealand Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blbsan1","Pterocles orientalis","Black-bellied Sandgrouse",FALSE,"0","TRUE",NA,NA,"1","FALSE",2021-12-07,2021-02-22,"1","TRUE",2021-09-14,2021-11-30,"1","TRUE",2021-03-01,2021-05-10,NA,NA,NA
"paisan1","Pterocles indicus","Painted Sandgrouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"guicuc1","Guira guira","Guira Cuckoo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"greani1","Crotophaga major","Greater Ani",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"smbani","Crotophaga ani","Smooth-billed Ani",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grbani","Crotophaga sulcirostris","Groove-billed Ani",FALSE,"3","TRUE",2021-05-10,2021-08-17,"3","TRUE",2021-11-30,2021-04-05,"3","TRUE",2021-08-24,2021-11-23,"3","TRUE",2021-04-12,2021-05-03,NA,NA,NA
"strcuc1","Tapera naevia","Striped Cuckoo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"legcuc1","Morococcyx erythropygus","Lesser Ground-Cuckoo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"greroa","Geococcyx californianus","Greater Roadrunner",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grecou1","Centropus sinensis","Greater Coucal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"lescou1","Centropus bengalensis","Lesser Coucal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blfmal1","Phaenicophaeus viridirostris","Blue-faced Malkoha",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"grscuc1","Clamator glandarius","Great Spotted Cuckoo",FALSE,"1","FALSE",2021-10-26,2021-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
